Brand,Fuel_Type,Transmission,Seller_Type,Year,Km_Driven,Mileage_kmpl,Engine_CC,Seats,Owner_Count,Selling_Price_Lakhs
Hyundai,Petrol,Automatic,Dealer,2018,21684,17.0,3000,5,2,2.52
Audi,Petrol,Manual,Individual,2020,196393,23.0,3000,5,2,0.5
Tata,Petrol,Manual,Dealer,2023,126485,12.3,1200,4,1,0.5
Mercedes,CNG,Automatic,Trustmark Dealer,2013,56305,16.8,2000,5,1,3.95
Maruti,Petrol,Manual,Dealer,2021,198097,18.8,1200,7,1,0.5
Honda,Petrol,Manual,Dealer,2011,150979,12.7,1000,6,1,0.5
Ford,Diesel,Manual,Individual,2014,59057,27.9,3000,7,1,0.52
Toyota,Diesel,Automatic,Individual,2008,148993,23.8,3000,5,1,0.5
Honda,CNG,Manual,Dealer,2014,90938,14.2,2000,5,1,0.5
BMW,CNG,Manual,Individual,2007,182866,11.0,2000,5,1,0.5
Ford,Petrol,Manual,Individual,2013,73618,14.3,1500,5,2,0.5
Mercedes,Diesel,Automatic,Individual,2017,77610,21.7,1000,5,2,3.61
Kia,Diesel,Manual,Individual,2005,34330,26.2,1200,4,2,0.5
Mercedes,Electric,Manual,Dealer,2019,153695,19.1,3000,8,1,2.83
Toyota,Diesel,Automatic,Individual,2019,196349,10.3,1200,8,1,0.5
Maruti,Electric,Manual,Trustmark Dealer,2015,136531,13.5,1500,5,2,0.5
Mercedes,Diesel,Automatic,Dealer,2014,131908,15.6,1800,5,4,0.5
Mahindra,Petrol,Automatic,Dealer,2011,127670,22.0,2500,5,3,0.5
Kia,Diesel,Automatic,Trustmark Dealer,2005,70037,13.4,800,5,2,0.5
Honda,Electric,Manual,Dealer,2011,122314,13.1,3000,5,2,0.5
Tata,CNG,Automatic,Dealer,2009,188987,14.3,1200,5,2,0.5
Hyundai,Petrol,Automatic,Trustmark Dealer,2020,192244,21.0,2500,5,1,0.5
Mahindra,Diesel,Automatic,Dealer,2012,73337,18.8,1200,5,2,0.5
Kia,Petrol,Manual,Dealer,2006,33831,26.5,1000,5,1,0.5
Tata,Petrol,Automatic,Trustmark Dealer,2012,152919,23.4,1200,5,1,0.5
Tata,Petrol,Manual,Trustmark Dealer,2018,5997,22.7,1200,8,2,0.83
Ford,Petrol,Manual,Dealer,2008,158097,11.4,800,7,3,0.5
Kia,CNG,Manual,Individual,2019,102915,9.2,2500,5,1,0.5
Maruti,Petrol,Automatic,Individual,2011,69784,19.2,1000,4,2,0.5
BMW,CNG,Manual,Individual,2024,142456,9.6,2500,5,1,0.73
Toyota,Petrol,Manual,Dealer,2012,83759,16.0,1800,6,1,0.5
Toyota,Petrol,Automatic,Dealer,2015,53067,8.6,1200,5,2,0.5
Honda,Petrol,Manual,Dealer,2006,16198,11.9,1200,5,3,0.5
Honda,Petrol,Automatic,Trustmark Dealer,2013,170518,10.4,1800,5,1,0.5
Toyota,Petrol,Manual,Trustmark Dealer,2010,14382,25.6,1500,5,2,0.5
Mercedes,Petrol,Manual,Trustmark Dealer,2005,29120,15.6,2500,4,1,2.37
Maruti,Diesel,Automatic,Trustmark Dealer,2007,171537,9.7,3000,5,3,0.5
Mercedes,Petrol,Automatic,Individual,2014,31950,13.8,1800,5,2,4.25
Mercedes,Petrol,Manual,Dealer,2009,130456,23.0,1800,7,2,0.5
Hyundai,Petrol,Automatic,Individual,2016,100504,24.4,3000,5,4,0.5
Volkswagen,CNG,Manual,Individual,2005,73462,10.6,1000,5,1,0.5
BMW,Electric,Manual,Individual,2013,20735,25.1,2000,7,1,5.67
Hyundai,Diesel,Manual,Dealer,2017,150295,16.2,1800,5,2,0.5
Ford,Petrol,Manual,Trustmark Dealer,2023,110846,22.9,1000,5,2,0.5
Volkswagen,Petrol,Manual,Dealer,2011,107733,22.8,2000,5,2,0.5
Volkswagen,Electric,Manual,Dealer,2020,151434,25.5,1800,7,1,0.5
Kia,Petrol,Manual,Individual,2012,117235,23.3,2500,5,2,0.5
Maruti,Petrol,Manual,Individual,2023,44986,8.9,1200,5,2,0.5
Maruti,Petrol,Manual,Dealer,2011,28409,19.4,1200,5,1,0.5
Volkswagen,Petrol,Manual,Individual,2008,121909,11.7,2000,8,2,0.5
Mercedes,Petrol,Automatic,Dealer,2014,84987,29.3,1500,4,1,3.15
Kia,Diesel,Automatic,Dealer,2005,10814,13.6,2000,5,3,0.5
BMW,Petrol,Manual,Dealer,2021,158960,17.2,2500,5,1,0.5
Volkswagen,Diesel,Automatic,Individual,2017,27169,12.3,1800,5,1,1.95
Mahindra,Petrol,Automatic,Trustmark Dealer,2023,195198,11.0,800,5,1,0.5
Honda,Petrol,Manual,Individual,2017,90918,21.2,1800,7,1,0.5
Honda,Electric,Manual,Trustmark Dealer,2013,181199,18.8,2000,5,2,0.5
Hyundai,Petrol,Automatic,Dealer,2009,151834,16.2,3000,5,3,0.5
Ford,CNG,Manual,Dealer,2005,151649,9.9,2500,5,2,0.5
Audi,Diesel,Automatic,Individual,2006,25931,24.2,800,5,1,2.76
Audi,Petrol,Automatic,Dealer,2015,196374,8.1,2500,5,1,0.5
Honda,Electric,Automatic,Individual,2008,80506,18.1,2500,4,1,0.5
Tata,Petrol,Automatic,Individual,2013,175350,21.9,2000,5,1,0.5
Hyundai,CNG,Manual,Trustmark Dealer,2009,194241,17.5,1800,5,1,0.5
Audi,Petrol,Manual,Dealer,2009,198847,10.8,1000,5,2,0.5
Honda,CNG,Automatic,Dealer,2012,114865,25.1,1200,5,1,0.5
Ford,Petrol,Manual,Individual,2006,98207,15.1,2500,6,2,0.5
Audi,Diesel,Automatic,Dealer,2011,185275,11.0,2500,5,2,0.5
Mercedes,Diesel,Automatic,Individual,2021,142130,20.1,800,5,1,2.06
Mercedes,Electric,Automatic,Dealer,2015,74051,8.4,800,5,3,4.13
Maruti,Electric,Manual,Dealer,2019,73866,15.1,1800,7,1,0.66
Maruti,CNG,Manual,Dealer,2007,127179,24.5,1200,5,1,0.5
BMW,CNG,Manual,Dealer,2017,104978,28.1,2500,7,3,0.5
Volkswagen,Petrol,Manual,Individual,2022,191252,21.0,1500,4,1,0.5
Mahindra,Petrol,Automatic,Dealer,2024,179897,12.8,800,5,1,0.5
Maruti,Petrol,Automatic,Dealer,2024,79514,12.8,1200,4,1,0.5
Audi,Petrol,Automatic,Dealer,2007,87475,21.3,1200,6,1,0.75
Kia,Petrol,Manual,Dealer,2006,151336,16.9,3000,5,2,0.5
Honda,Diesel,Manual,Dealer,2009,31615,11.9,3000,5,3,0.5
Kia,Petrol,Automatic,Dealer,2024,168237,25.3,2500,5,2,0.5
Ford,Diesel,Manual,Individual,2009,117898,12.4,800,7,2,0.5
Maruti,Petrol,Manual,Individual,2017,127480,15.1,1000,5,2,0.5
Mahindra,Petrol,Automatic,Individual,2012,178794,9.4,2000,5,3,0.5
Ford,Diesel,Automatic,Individual,2020,170952,23.4,1000,8,2,0.5
Tata,Diesel,Manual,Dealer,2022,86059,14.1,1800,4,4,0.5
Tata,Diesel,Automatic,Individual,2020,6701,13.1,2500,8,1,3.56
Kia,Diesel,Manual,Individual,2005,64430,14.7,2000,4,1,0.5
Volkswagen,Petrol,Automatic,Dealer,2012,106016,27.2,2000,7,1,0.5
Hyundai,Diesel,Manual,Individual,2006,60615,19.4,1800,8,3,0.5
Volkswagen,Petrol,Manual,Dealer,2009,97519,11.5,1200,8,1,0.5
Audi,Petrol,Automatic,Dealer,2019,44237,25.0,2500,5,2,4.82
Mercedes,Petrol,Manual,Individual,2018,39378,12.6,800,7,2,3.97
BMW,Petrol,Automatic,Dealer,2007,156808,17.1,1000,5,3,0.5
Volkswagen,Petrol,Automatic,Dealer,2011,142415,20.5,1200,5,2,0.5
BMW,Electric,Automatic,Dealer,2008,20797,20.9,2500,5,2,5.14
BMW,Electric,Automatic,Dealer,2015,58857,9.5,1000,5,3,3.8
Mahindra,Petrol,Manual,Dealer,2016,112623,26.4,800,6,3,0.5
Maruti,Petrol,Automatic,Individual,2019,92411,18.5,1000,5,1,0.5
Mahindra,Petrol,Manual,Individual,2010,177936,29.8,1500,8,3,0.5
BMW,Petrol,Manual,Individual,2005,177195,23.8,2500,5,1,0.5
Ford,Electric,Automatic,Dealer,2022,72561,29.8,1800,7,2,1.73
Tata,Petrol,Manual,Trustmark Dealer,2018,135596,18.0,2000,7,1,0.5
BMW,Diesel,Manual,Individual,2011,136177,11.1,1000,7,1,0.5
Mahindra,Petrol,Manual,Dealer,2014,99906,24.0,800,4,3,0.5
Ford,Electric,Automatic,Individual,2013,91379,25.1,2500,5,2,0.5
Mahindra,Petrol,Automatic,Individual,2006,24476,26.8,800,5,1,0.5
Volkswagen,Diesel,Manual,Individual,2012,178184,14.6,1500,5,1,0.5
Honda,Petrol,Manual,Dealer,2005,53610,19.2,800,5,3,0.5
Kia,Diesel,Automatic,Dealer,2024,98979,26.9,1500,5,1,1.15
Hyundai,Petrol,Manual,Trustmark Dealer,2006,180302,27.0,1200,5,1,0.5
Mercedes,Petrol,Manual,Individual,2011,46706,8.6,1000,5,2,1.63
Mahindra,Electric,Manual,Individual,2020,109375,22.8,3000,5,1,0.5
Hyundai,Electric,Manual,Individual,2008,70032,21.2,3000,5,2,0.5
Toyota,CNG,Manual,Individual,2021,177992,9.8,800,5,1,0.5
Mahindra,Diesel,Automatic,Dealer,2008,155947,28.5,1800,5,1,0.5
Honda,CNG,Manual,Individual,2007,73833,17.8,1000,8,4,0.5
Hyundai,Petrol,Automatic,Dealer,2013,188201,22.8,2500,5,3,0.5
Mercedes,Petrol,Automatic,Individual,2019,70744,27.4,1500,5,3,4.27
BMW,Petrol,Automatic,Individual,2024,155772,10.9,1000,5,2,0.99
Mahindra,Diesel,Manual,Dealer,2007,92327,26.8,3000,8,1,0.5
Maruti,Petrol,Manual,Individual,2016,137963,23.9,1000,5,1,0.5
Kia,Petrol,Manual,Dealer,2019,194592,26.5,800,5,2,0.5
Honda,Diesel,Automatic,Dealer,2024,52594,18.9,1800,5,1,2.96
Audi,CNG,Manual,Dealer,2012,106810,8.7,1200,4,1,0.5
Audi,Petrol,Manual,Dealer,2016,69190,22.8,1800,5,1,2.1
Hyundai,Petrol,Manual,Dealer,2017,138111,16.2,2000,6,1,0.5
Honda,Petrol,Manual,Dealer,2019,24673,16.9,1500,5,1,1.13
Ford,Petrol,Manual,Individual,2015,47412,17.7,2000,5,1,0.5
Mercedes,Petrol,Manual,Individual,2021,124449,18.8,2500,5,3,0.85
Kia,Diesel,Manual,Individual,2016,164508,22.6,1800,5,1,0.5
BMW,Diesel,Manual,Dealer,2024,144258,24.0,1800,6,2,1.35
Mahindra,Diesel,Manual,Trustmark Dealer,2022,68708,25.1,1500,7,1,0.5
Mahindra,Petrol,Automatic,Individual,2020,5434,22.8,2500,7,3,2.92
Audi,CNG,Manual,Dealer,2007,146591,25.7,2500,5,2,0.5
Mahindra,Petrol,Manual,Individual,2013,23030,10.7,1800,5,1,0.5
Kia,Diesel,Manual,Dealer,2011,81891,26.4,1200,8,1,0.5
Maruti,CNG,Manual,Individual,2023,191891,16.5,1000,5,2,0.5
Toyota,Petrol,Automatic,Dealer,2009,84864,19.6,1200,5,1,0.5
Tata,Petrol,Manual,Dealer,2023,10258,17.5,2000,5,1,1.95
Volkswagen,CNG,Automatic,Trustmark Dealer,2014,77726,18.5,1000,5,1,0.5
Hyundai,Petrol,Automatic,Dealer,2024,121128,14.3,1000,5,1,0.5
Maruti,Diesel,Automatic,Dealer,2016,126563,11.7,1800,5,1,0.5
BMW,Petrol,Manual,Trustmark Dealer,2012,63277,10.3,1000,5,1,1.55
Audi,Diesel,Manual,Trustmark Dealer,2007,50238,17.9,1500,7,1,1.24
Hyundai,Petrol,Automatic,Individual,2023,15747,10.8,1200,8,3,2.52
Mahindra,Petrol,Manual,Dealer,2015,166989,13.4,1000,5,4,0.5
Honda,Diesel,Automatic,Dealer,2012,35377,10.9,3000,6,1,0.79
BMW,Petrol,Automatic,Individual,2017,129026,10.4,1800,4,1,0.5
Hyundai,Petrol,Automatic,Dealer,2014,49956,27.4,1800,8,4,0.5
Mercedes,Petrol,Manual,Dealer,2022,111017,22.8,1800,4,2,1.66
Mahindra,Petrol,Automatic,Individual,2016,103684,28.3,800,5,3,0.5
Hyundai,Petrol,Automatic,Dealer,2011,28557,22.2,1200,5,1,0.54
Honda,Petrol,Automatic,Dealer,2015,180407,26.6,1800,5,1,0.5
Mercedes,Electric,Manual,Dealer,2014,94463,20.2,2500,5,3,3.04
Mahindra,Petrol,Manual,Dealer,2007,38292,18.2,1500,6,1,0.5
Toyota,Diesel,Manual,Dealer,2011,24491,19.6,1800,5,2,0.5
Maruti,Petrol,Manual,Dealer,2008,193366,15.0,800,5,2,0.5
Ford,Petrol,Manual,Dealer,2012,71629,22.5,3000,5,3,0.5
Audi,Electric,Automatic,Individual,2012,23123,27.7,3000,5,4,4.3
Volkswagen,Petrol,Manual,Individual,2010,69618,25.2,1200,5,1,0.5
Kia,Electric,Automatic,Dealer,2017,29288,18.2,1000,5,1,2.86
Audi,Petrol,Manual,Individual,2016,113850,29.0,1200,5,1,0.5
Volkswagen,Diesel,Manual,Dealer,2007,94947,29.7,1000,5,3,0.5
BMW,Diesel,Manual,Dealer,2010,108220,18.8,2500,5,1,0.5
Volkswagen,CNG,Manual,Dealer,2023,50091,27.0,1000,5,1,0.95
Mahindra,Diesel,Automatic,Individual,2015,135180,8.1,1800,5,3,0.5
Toyota,Diesel,Manual,Individual,2008,122622,9.5,2000,8,2,0.5
Ford,Petrol,Automatic,Individual,2019,195288,8.5,1500,5,3,0.5
Maruti,Petrol,Manual,Dealer,2006,120730,25.0,1500,6,2,0.5
Maruti,Electric,Automatic,Dealer,2019,194857,9.8,2000,6,1,0.5
Honda,Petrol,Manual,Individual,2021,187069,8.4,1800,5,1,0.5
Kia,Petrol,Manual,Dealer,2006,186765,11.2,800,5,1,0.5
Hyundai,Diesel,Manual,Individual,2011,87386,14.7,1000,5,1,0.5
Toyota,Petrol,Manual,Individual,2020,171784,18.2,2000,5,2,0.5
Hyundai,Electric,Manual,Individual,2009,91214,9.4,1500,7,1,0.5
Ford,Diesel,Automatic,Trustmark Dealer,2020,151977,19.0,3000,6,1,0.5
Volkswagen,Diesel,Automatic,Trustmark Dealer,2023,6591,13.5,1200,8,2,4.64
Maruti,CNG,Automatic,Individual,2006,65159,14.0,800,5,3,0.5
Ford,Petrol,Manual,Individual,2019,149594,26.1,1800,5,4,0.5
Volkswagen,Petrol,Manual,Dealer,2008,135656,29.7,800,6,2,0.5
Maruti,Diesel,Manual,Trustmark Dealer,2006,86689,18.2,2500,5,1,0.5
Volkswagen,Petrol,Automatic,Dealer,2014,139644,15.1,2500,5,3,0.5
Kia,Diesel,Automatic,Dealer,2009,197752,28.5,1500,7,2,0.5
Toyota,Electric,Automatic,Dealer,2022,63537,19.0,3000,8,4,3.19
Audi,Petrol,Automatic,Dealer,2008,38061,24.1,2000,5,2,3.23
Mercedes,Petrol,Manual,Individual,2005,96033,17.1,2500,5,1,0.5
BMW,Electric,Manual,Individual,2022,196614,12.5,2500,5,4,0.5
Ford,Petrol,Manual,Dealer,2024,66907,22.4,2500,5,2,0.5
Ford,Diesel,Manual,Dealer,2010,21151,22.6,1800,5,1,0.5
Mercedes,Petrol,Manual,Trustmark Dealer,2024,97526,18.1,1500,5,1,3.0
Audi,Electric,Manual,Individual,2024,101571,13.9,1000,5,1,2.77
Tata,Diesel,Automatic,Individual,2018,50813,26.3,2500,5,2,0.5
Mahindra,Diesel,Automatic,Dealer,2014,188699,14.1,2500,5,2,0.5
Kia,CNG,Automatic,Individual,2022,162189,22.5,2500,5,1,0.5
Kia,Petrol,Automatic,Dealer,2013,118417,16.4,800,5,3,0.5
Mercedes,Petrol,Manual,Dealer,2016,161555,18.4,2000,8,2,0.5
Hyundai,CNG,Manual,Dealer,2014,192541,12.7,1000,5,1,0.5
Volkswagen,Petrol,Automatic,Dealer,2023,154949,22.3,1200,5,1,0.5
Mahindra,Diesel,Manual,Dealer,2010,198468,13.0,1000,4,3,0.5
Toyota,Electric,Manual,Trustmark Dealer,2018,8088,18.7,800,5,1,2.92
Toyota,Diesel,Manual,Dealer,2012,159251,15.2,1200,5,3,0.5
Mercedes,Diesel,Manual,Dealer,2018,52954,29.2,3000,5,1,5.57
Kia,CNG,Manual,Dealer,2015,27011,29.6,1500,5,1,0.77
Toyota,CNG,Manual,Dealer,2020,17839,24.6,2000,5,2,2.22
Tata,Petrol,Manual,Individual,2024,188975,29.6,3000,6,2,0.5
Ford,Petrol,Automatic,Dealer,2010,68561,10.5,3000,8,1,0.5
Honda,Petrol,Manual,Individual,2019,28625,29.8,1200,5,3,0.5
BMW,Diesel,Manual,Dealer,2019,154553,10.3,800,7,1,0.5
Mercedes,Diesel,Manual,Individual,2018,102289,17.1,2500,5,3,1.11
Hyundai,Diesel,Manual,Individual,2016,24558,13.3,1800,5,2,0.5
Volkswagen,Petrol,Automatic,Trustmark Dealer,2006,87307,29.0,1200,5,1,0.5
BMW,Diesel,Automatic,Individual,2012,36104,22.0,1500,5,2,3.89
Volkswagen,Petrol,Automatic,Individual,2023,189658,21.1,1200,4,3,0.5
Maruti,Diesel,Manual,Dealer,2018,49420,29.9,2000,5,2,0.5
BMW,Diesel,Manual,Individual,2009,9061,21.5,1000,8,2,3.85
Honda,Petrol,Manual,Individual,2013,169313,22.2,1800,5,1,0.5
Kia,Petrol,Manual,Trustmark Dealer,2017,67055,9.0,800,7,2,0.5
Tata,Diesel,Manual,Dealer,2013,75593,26.9,1800,6,3,0.5
Ford,Diesel,Manual,Dealer,2018,180245,29.3,1000,5,2,0.5
Ford,Petrol,Manual,Individual,2009,141361,29.1,2500,5,2,0.5
Tata,Electric,Automatic,Dealer,2006,70180,12.9,3000,5,1,0.5
Mahindra,Diesel,Manual,Dealer,2011,7221,13.0,1800,4,3,0.5
Maruti,Electric,Automatic,Dealer,2020,199209,16.1,2500,5,1,0.5
Volkswagen,Petrol,Manual,Individual,2015,47942,14.8,2500,5,2,0.5
Honda,Diesel,Manual,Trustmark Dealer,2015,26635,14.7,1000,5,1,1.29
Toyota,CNG,Automatic,Dealer,2016,188835,21.3,2000,5,1,0.5
BMW,Diesel,Automatic,Dealer,2017,56072,25.7,3000,5,2,4.52
Maruti,Diesel,Manual,Dealer,2012,12075,28.6,1200,5,2,0.72
Mercedes,Petrol,Manual,Dealer,2020,158450,9.5,800,8,3,0.5
BMW,Petrol,Manual,Individual,2005,40084,14.1,1000,5,1,0.9
Honda,Petrol,Manual,Individual,2017,186498,13.6,2500,5,1,0.5
Hyundai,Petrol,Automatic,Dealer,2015,84217,15.9,1000,8,4,0.5
Hyundai,Petrol,Automatic,Individual,2008,118257,17.3,1200,4,1,0.5
Maruti,Petrol,Automatic,Individual,2008,132748,16.6,1000,5,2,0.5
Kia,Electric,Manual,Dealer,2019,36584,28.9,800,5,4,1.19
Honda,Petrol,Automatic,Dealer,2007,36245,17.6,1500,8,3,0.5
Honda,Diesel,Manual,Trustmark Dealer,2023,195031,20.1,1800,5,1,0.5
Tata,CNG,Automatic,Dealer,2006,9983,24.5,2000,5,2,0.83
Kia,Diesel,Automatic,Individual,2010,35897,24.0,2000,6,2,0.5
Volkswagen,Petrol,Manual,Dealer,2012,176674,20.8,1000,5,1,0.5
Volkswagen,Diesel,Manual,Individual,2021,90538,26.9,1800,5,1,0.5
Toyota,Diesel,Manual,Individual,2009,81034,21.7,2000,7,3,0.5
Ford,Diesel,Manual,Individual,2006,54411,27.2,1800,5,1,0.5
Hyundai,Diesel,Automatic,Trustmark Dealer,2016,83466,14.7,2000,4,2,0.5
Mercedes,Electric,Manual,Trustmark Dealer,2009,108482,10.9,1500,7,2,1.02
Volkswagen,Diesel,Manual,Individual,2014,174198,26.0,3000,5,1,0.5
Kia,Petrol,Manual,Dealer,2013,97288,16.4,1000,5,1,0.5
Honda,Diesel,Automatic,Dealer,2024,60610,22.3,2500,5,2,2.68
Mercedes,Petrol,Manual,Individual,2012,28925,24.2,800,7,1,3.83
Audi,CNG,Automatic,Individual,2005,172348,15.2,1000,5,2,0.5
Volkswagen,Petrol,Automatic,Dealer,2010,159761,19.1,1800,5,1,0.5
Honda,Petrol,Automatic,Dealer,2015,68942,27.7,1200,8,1,0.65
Volkswagen,CNG,Manual,Individual,2007,190218,27.4,1500,5,1,0.5
Hyundai,Diesel,Manual,Dealer,2019,20238,24.5,800,5,1,2.08
Audi,Petrol,Manual,Dealer,2015,65424,24.8,800,5,1,1.5
BMW,Diesel,Manual,Individual,2009,160879,27.7,1800,5,2,0.5
Volkswagen,CNG,Manual,Individual,2020,16204,24.2,800,5,1,1.24
Kia,Petrol,Automatic,Dealer,2011,108820,15.5,1800,5,1,0.5
Volkswagen,CNG,Manual,Dealer,2010,43567,10.7,3000,5,1,0.5
Ford,Petrol,Automatic,Dealer,2013,171769,17.3,800,5,2,0.5
Mercedes,Diesel,Manual,Dealer,2011,117189,9.9,800,7,2,0.5
Mercedes,CNG,Automatic,Individual,2007,137602,10.5,3000,5,1,0.5
Hyundai,Petrol,Automatic,Individual,2015,29297,28.9,2000,7,2,1.24
Kia,Petrol,Automatic,Dealer,2016,79838,22.9,2000,8,2,0.5
Audi,Petrol,Automatic,Dealer,2015,53906,26.7,1800,5,1,3.25
Tata,Diesel,Automatic,Dealer,2006,196820,22.1,1500,5,3,0.5
Kia,Diesel,Automatic,Trustmark Dealer,2005,45295,17.2,800,5,1,0.5
Mercedes,Diesel,Manual,Dealer,2006,57464,8.6,1000,7,1,2.79
Ford,Petrol,Manual,Trustmark Dealer,2018,12223,29.0,3000,6,2,1.74
BMW,Petrol,Manual,Individual,2017,149493,9.6,1200,5,1,0.5
Hyundai,Petrol,Manual,Individual,2009,98232,21.4,3000,8,1,0.5
Tata,Petrol,Manual,Individual,2006,150138,10.2,2000,5,3,0.5
Ford,Diesel,Manual,Dealer,2023,26576,14.3,3000,8,2,1.94
Audi,CNG,Manual,Individual,2021,87121,12.1,2500,5,1,2.05
Audi,Diesel,Manual,Dealer,2015,138212,20.2,3000,7,3,0.5
Ford,Petrol,Manual,Individual,2020,64016,27.5,1800,5,1,0.5
Maruti,Electric,Automatic,Dealer,2024,112552,22.0,800,5,1,0.96
Hyundai,Diesel,Manual,Individual,2022,106975,22.6,2000,7,1,0.5
Kia,Electric,Automatic,Dealer,2024,177450,28.0,1500,5,2,0.5
Honda,Diesel,Manual,Trustmark Dealer,2012,143442,24.5,2000,5,1,0.5
BMW,Petrol,Automatic,Dealer,2006,187822,27.1,3000,5,2,0.5
Honda,Petrol,Automatic,Individual,2021,128505,17.2,1000,7,1,0.5
Kia,Diesel,Automatic,Dealer,2015,17022,27.0,3000,5,2,1.8
Kia,Petrol,Automatic,Dealer,2018,64222,22.2,1800,7,1,0.98
Hyundai,Petrol,Manual,Individual,2020,23328,11.0,1000,5,1,0.51
Kia,Diesel,Automatic,Trustmark Dealer,2019,7929,8.9,2000,5,3,1.62
Mercedes,Diesel,Automatic,Dealer,2019,179799,13.4,1200,4,1,0.5
Maruti,Diesel,Automatic,Trustmark Dealer,2007,73919,16.3,1500,7,2,0.5
Tata,Petrol,Automatic,Individual,2011,57692,26.4,1800,5,1,0.5
Kia,Petrol,Manual,Individual,2016,54545,24.3,1800,5,2,0.5
Honda,Diesel,Automatic,Dealer,2007,81647,29.0,800,5,1,0.5
Kia,Electric,Manual,Dealer,2023,184410,20.3,1000,5,2,0.5
Audi,Diesel,Manual,Trustmark Dealer,2014,64962,24.5,1800,8,2,2.58
Maruti,Electric,Manual,Dealer,2012,102435,14.1,1000,5,1,0.5
Mercedes,Diesel,Automatic,Individual,2020,28161,23.0,1200,8,1,6.6
Mercedes,Diesel,Manual,Dealer,2020,144895,23.5,800,5,2,1.4
Volkswagen,Petrol,Manual,Dealer,2016,38089,26.7,2500,5,1,0.79
Mercedes,Diesel,Manual,Individual,2009,65850,19.8,3000,5,3,2.46
Volkswagen,Diesel,Automatic,Individual,2024,26053,22.3,3000,6,1,4.41
Ford,Diesel,Automatic,Individual,2010,121381,12.5,1200,5,1,0.5
BMW,Diesel,Manual,Dealer,2010,22447,24.2,3000,5,1,4.34
Toyota,Diesel,Manual,Dealer,2012,94841,26.4,800,8,1,0.5
Mercedes,Petrol,Automatic,Dealer,2021,8111,21.1,800,5,1,7.01
Tata,Diesel,Automatic,Dealer,2016,63820,10.5,1000,6,1,0.5
Audi,Petrol,Automatic,Trustmark Dealer,2018,98029,14.9,2500,6,1,1.67
Mahindra,CNG,Manual,Individual,2006,122949,18.5,2500,5,1,0.5
Ford,Petrol,Automatic,Dealer,2023,116739,22.9,2000,5,1,0.5
Mercedes,Petrol,Manual,Trustmark Dealer,2010,57963,15.0,800,5,1,1.57
BMW,Petrol,Manual,Dealer,2022,188575,26.5,1200,5,1,0.5
Volkswagen,Diesel,Manual,Individual,2008,94000,16.2,2000,5,1,0.5
Honda,Petrol,Manual,Dealer,2009,177990,8.9,1200,7,2,0.5
Mahindra,Petrol,Automatic,Individual,2010,107447,25.5,2500,5,2,0.5
BMW,Diesel,Manual,Dealer,2019,178614,22.2,2000,5,3,0.5
BMW,Petrol,Manual,Dealer,2010,73712,25.6,1200,5,1,0.62
Mercedes,Electric,Manual,Dealer,2012,138488,15.7,3000,5,1,1.22
Ford,Electric,Manual,Dealer,2013,176508,8.4,1000,8,1,0.5
Mahindra,Diesel,Manual,Dealer,2010,146558,9.6,1000,5,1,0.5
Hyundai,Petrol,Manual,Dealer,2006,154767,10.5,1500,5,3,0.5
Toyota,Diesel,Manual,Dealer,2020,6229,25.7,2500,5,1,4.1
Hyundai,Petrol,Automatic,Individual,2024,178419,14.6,3000,5,1,0.5
Audi,Diesel,Automatic,Dealer,2005,106101,30.0,2500,5,1,0.89
Mahindra,Petrol,Automatic,Individual,2020,6363,24.7,1800,8,3,2.59
Hyundai,Electric,Manual,Dealer,2005,107806,21.2,1500,5,2,0.5
Mercedes,Petrol,Automatic,Trustmark Dealer,2005,87372,29.6,3000,5,1,1.4
Maruti,Diesel,Automatic,Trustmark Dealer,2011,50869,15.0,1500,5,3,0.5
Volkswagen,Diesel,Automatic,Dealer,2020,54729,11.6,800,7,3,1.09
Maruti,Diesel,Automatic,Individual,2021,25303,24.2,2500,5,1,3.08
Kia,Petrol,Manual,Dealer,2020,77853,14.1,800,5,1,0.5
Hyundai,Electric,Automatic,Trustmark Dealer,2020,8264,29.1,1500,5,1,4.36
Audi,Diesel,Manual,Individual,2010,154387,29.7,1800,5,2,0.5
Kia,Diesel,Manual,Dealer,2022,83229,28.4,1500,5,1,0.53
Honda,Petrol,Manual,Dealer,2007,87102,28.8,1000,8,3,0.5
Tata,Diesel,Manual,Dealer,2012,65521,21.5,1200,5,1,0.5
Honda,Petrol,Automatic,Dealer,2008,29811,23.2,1500,5,3,0.5
Mahindra,Petrol,Manual,Individual,2008,38405,10.1,800,5,2,0.5
BMW,Petrol,Manual,Dealer,2021,188229,24.8,1800,7,2,0.5
Volkswagen,CNG,Automatic,Dealer,2009,64823,12.4,800,5,1,0.5
Hyundai,Petrol,Manual,Dealer,2018,24856,26.5,2500,4,3,0.5
Audi,Petrol,Manual,Dealer,2019,120212,29.2,1000,5,2,0.5
Audi,Diesel,Automatic,Dealer,2016,97902,12.7,2500,8,2,2.93
Ford,Diesel,Automatic,Individual,2017,125347,9.7,2000,5,1,0.5
Tata,Petrol,Manual,Dealer,2022,183042,18.6,800,4,3,0.5
Toyota,Diesel,Automatic,Individual,2018,112780,25.4,2500,5,1,0.5
Toyota,Petrol,Manual,Dealer,2023,186859,25.0,2000,5,3,0.5
Toyota,Petrol,Manual,Dealer,2011,81174,23.3,800,7,1,0.5
